T_Key,label,attribute,sex,x,y,cluster
3208,とろサーモン,お笑いタレント,M,48.4,52.8,注目
3209,King & Prince,歌手・ミュージシャン,M,49.5,80,注目
3211,チョコレートプラネット,お笑いタレント,M,67.4,79.6,今旬
3213,富澤たけし（サンドウィッチマン）,お笑いタレント,M,80.6,82.1,今旬
3215,小栗有以（AKB48）,歌手・ミュージシャン,F,11.2,72.4,NEXTブレイク
3216,STU48,歌手・ミュージシャン,F,9.2,68.3,NEXTブレイク
3217,ラストアイドル,歌手・ミュージシャン,F,10.3,71.7,NEXTブレイク
3218,ミキ,お笑いタレント,M,60.1,71.6,
3220,江口のりこ,俳優,F,52.7,75,NEXTブレイク
3222,レインボー,お笑いタレント,M,17.1,79.8,NEXTブレイク
3223,竹内愛紗,俳優,F,7.5,80.5,NEXTブレイク
3224,越智ゆらの,タレント,F,6.6,72.6,
3228,つばきファクトリー,歌手・ミュージシャン,F,9.4,78.6,NEXTブレイク
3229,BiSH,歌手・ミュージシャン,F,22.6,67.5,NEXTブレイク
3230,白石聖,俳優,F,18.2,77.5,NEXTブレイク
3231,パーパー,お笑いタレント,F,23.5,70.7,NEXTブレイク
3233,ガンバレルーヤ,お笑いタレント,F,68.5,66.3,大御所＆安定
3234,梅沢富美男,俳優,M,81.5,57.5,大御所＆安定
3235,米津玄師,歌手・ミュージシャン,M,74.3,83.1,今旬
3236,林部智史,歌手・ミュージシャン,M,10.1,68.5,NEXTブレイク
3237,守屋茜（櫻坂46）,歌手・ミュージシャン,F,10.1,75.7,
3238,板垣瑞生,俳優,M,10.3,78.8,NEXTブレイク
3239,横浜流星,俳優,M,66.5,77,該当なし
3240,桜田通,俳優,M,14.5,80.6,NEXTブレイク
3241,今田美桜,俳優,F,57.9,81.6,該当なし
3242,瑛茉ジャスミン,タレント,F,12.6,62.6,NEXTブレイク
3243,伊達みきお（サンドウィッチマン）,お笑いタレント,M,84.5,84.8,
3246,山下健二郎,俳優,M,32.2,69.5,注目
3247,永尾亜子,キャスター,F,7.3,78.8,NEXTブレイク
3249,田中美久（HKT48）,歌手・ミュージシャン,F,9.8,85.2,NEXTブレイク
3250,神田伯山,お笑いタレント,M,34.8,66.3,該当なし
3251,梅澤廉,キャスター,M,12.6,77.7,NEXTブレイク
3253,犬飼貴丈,俳優,M,15.9,72,NEXTブレイク
3254,宮野陽名,俳優,F,4.8,81.1,NEXTブレイク
3255,池間夏海,俳優,F,6.8,78.7,NEXTブレイク
3256,奈緒,俳優,F,36.8,76,NEXTブレイク
3257,くっきー！（野性爆弾）,お笑いタレント,M,72.8,52.4,大御所＆安定
3258,鈴木唯,キャスター,F,8.4,82.6,NEXTブレイク
3259,伊藤あさひ,俳優,M,9.8,73.1,
3260,蒔田彩珠,俳優,F,4.3,83,NEXTブレイク
3261,新井恵理那,キャスター,F,28.8,74.8,NEXTブレイク
3262,山本紘之,キャスター,M,7.8,83.7,NEXTブレイク
3263,滝菜月,キャスター,F,20.6,75.3,NEXTブレイク
3264,大原優乃,俳優,F,14.5,76.1,NEXTブレイク
3265,トラウデン直美,タレント,F,27.5,64.9,NEXTブレイク
3266,久間田琳加,俳優,F,13.2,74.5,NEXTブレイク
3267,吉谷彩子,俳優,F,15.1,72.9,NEXTブレイク
3268,城桧吏,俳優,M,7.1,79.5,該当なし
3269,森崎ウィン,俳優,M,29.1,69.7,NEXTブレイク
3270,翔,俳優,M,8.5,76.3,NEXTブレイク
3274,市川染五郎（8代目）,俳優,M,29.4,73.4,注目
3275,毎熊克哉,俳優,M,6.6,87.7,NEXTブレイク
3276,大倉孝二,俳優,M,40.3,75.6,NEXTブレイク
3277,姫野和樹,現役スポーツ選手,M,13.1,81.3,NEXTブレイク
3279,田中史朗,現役スポーツ選手,M,18.6,78.5,NEXTブレイク
3280,福地桃子,俳優,F,22,69,NEXTブレイク
3281,田鍋梨々花,俳優,F,6.7,78.4,NEXTブレイク
3282,emma,タレント,F,11.8,67.7,NEXTブレイク
3284,山田杏奈,俳優,F,14,77.9,NEXTブレイク
3285,箭内夢菜,俳優,F,7,84.4,NEXTブレイク
3286,三遊亭円楽,著名人,M,45.8,69.6,今旬
3287,リーチ・マイケル,現役スポーツ選手,M,54.1,71.8,今旬
3288,堀江翔太,現役スポーツ選手,M,10.6,82.9,NEXTブレイク
3289,柴崎岳,現役スポーツ選手,M,30.3,76.6,NEXTブレイク
3290,大迫勇也,現役スポーツ選手,M,30,75.8,NEXTブレイク
3291,眞島秀和,俳優,M,30.2,79.8,NEXTブレイク
3292,岡田健史,俳優,M,38.5,80.2,NEXTブレイク
3293,大坂なおみ,現役スポーツ選手,F,87.5,63.9,大御所＆安定
3294,弘竜太郎,キャスター,M,5,85.5,NEXTブレイク
3296,山下美月（乃木坂46）,歌手・ミュージシャン,F,25,77.1,NEXTブレイク
3297,岩田絵里奈,キャスター,F,22.5,76.5,NEXTブレイク
3298,森川夕貴,キャスター,F,12.9,79.6,NEXTブレイク
3299,DISH//,歌手・ミュージシャン,M,31.8,78.9,NEXTブレイク
3300,フィッシャーズ,著名人,M,24.1,62.3,NEXTブレイク
3301,水溜りボンド,著名人,M,24.5,60.6,NEXTブレイク
3302,小手伸也,俳優,M,50.8,61,注目
3303,Toshl（X JAPAN）,歌手・ミュージシャン,M,70.5,57.5,
3304,市來玲奈,キャスター,F,30.2,65.1,NEXTブレイク
3305,東海オンエア,著名人,M,15.1,67.5,NEXTブレイク
3306,LiSA,歌手・ミュージシャン,F,64.4,71.9,注目
3307,あいみょん,歌手・ミュージシャン,F,73,76.3,注目
3309,森七菜,俳優,F,63.1,65.9,NEXTブレイク
3310,IZ*ONE,歌手・ミュージシャン,F,14.6,78.3,NEXTブレイク
3311,徳永有美,キャスター,F,28.5,56.4,NEXTブレイク
3312,丸山桂里奈,タレント,F,73.2,49.7,該当なし
3313,大幡しえり,俳優,F,6,75.8,NEXTブレイク
3314,加藤小夏,タレント,F,4.9,79.6,NEXTブレイク
3316,紺野彩夏,俳優,F,6.7,79.7,NEXTブレイク
3317,出口夏希,タレント,F,3.8,78.6,NEXTブレイク
3318,小野莉奈,俳優,F,5.2,86,NEXTブレイク
3319,原田龍二,俳優,M,59.3,61,大御所＆安定
3320,神尾楓珠,俳優,M,24.4,73.1,NEXTブレイク
3321,南沙良,俳優,F,6,81.8,NEXTブレイク
3322,渡邉美穂（日向坂46）,歌手・ミュージシャン,F,11.1,80.3,NEXTブレイク
3324,古川雄大,俳優,M,23.3,78.1,NEXTブレイク
3325,岡崎紗絵,俳優,F,13,72.7,NEXTブレイク
3326,真魚,俳優,F,6.6,68.5,NEXTブレイク
3328,HiHi Jets（ジャニーズJr.）,歌手・ミュージシャン,M,22.6,77.9,NEXTブレイク
3329,小笠原海,俳優,M,5.9,80,NEXTブレイク
3330,梅澤美波（乃木坂46）,歌手・ミュージシャン,F,14.5,79.2,NEXTブレイク
3331,ハナコ,お笑いタレント,M,50,78.2,NEXTブレイク
3332,高嶋ちさ子,著名人,F,78.5,52.5,大御所＆安定
3333,髙地優吾（SixTONES),俳優,M,29.4,76.5,NEXTブレイク
3334,秋田汐梨,俳優,F,4.6,82.4,NEXTブレイク
3335,小嶋花梨（NMB48）,歌手・ミュージシャン,F,7.5,72.3,NEXTブレイク
3336,SUMIRE,俳優,F,17.2,63,NEXTブレイク
3337,佐野玲於（GENERATIONS from EXILE TRIBE）,俳優,M,15.5,70.8,NEXTブレイク
3339,白間美瑠（NMB48）,歌手・ミュージシャン,F,11.4,76.8,NEXTブレイク
3340,霜降り明星,お笑いタレント,M,71.3,68.5,注目
3341,紀平梨花,現役スポーツ選手,F,51.7,75,注目
3342,田中樹（SixTONES),俳優,M,29.6,76.1,NEXTブレイク
3344,Aimer,歌手・ミュージシャン,F,13.5,77.7,NEXTブレイク
3345,吉田美月喜,俳優,F,4.4,81.3,NEXTブレイク
3346,伊原六花,俳優,F,28.9,70.1,NEXTブレイク
3347,茅島みずき,俳優,F,4.5,77.6,NEXTブレイク
3348,萩原利久,俳優,M,9,79.8,該当なし
3349,朝日奈央,タレント,F,60.1,67.5,注目
3351,日向坂46,歌手・ミュージシャン,F,29.9,73.9,NEXTブレイク
3353,小坂菜緒（日向坂46）,歌手・ミュージシャン,F,14.8,78.5,NEXTブレイク
3354,加藤史帆（日向坂46）,歌手・ミュージシャン,F,14,78.6,
3355,西村元貴,俳優,M,4.8,83,該当なし
3356,古川毅,俳優,M,5.9,86.2,
3360,富田望生,俳優,F,33.2,73.4,NEXTブレイク
3361,斎藤ちはる,キャスター,F,18.5,69.5,NEXTブレイク
3362,宇垣美里,キャスター,F,33.5,64.2,注目
3364,福田麻由子,俳優,F,17.5,79.2,NEXTブレイク
3365,Mr.シャチホコ,お笑いタレント,M,50.4,65,注目
3366,りんごちゃん,お笑いタレント,F,72.2,55.8,今旬
3367,八村塁,現役スポーツ選手,M,69.3,70.9,今旬
3368,サニブラウン・アブデル・ハキーム,現役スポーツ選手,M,43,71,注目
3369,桐生祥秀,現役スポーツ選手,M,40.3,70.7,注目
3370,吉田輝星,現役スポーツ選手,M,23.4,74.3,NEXTブレイク
3371,久保建英,現役スポーツ選手,M,36.6,70.7,NEXTブレイク
3373,永島聖羅,俳優,F,9.6,69.8,NEXTブレイク
3374,醍醐虎汰朗,俳優,M,6.5,85.9,NEXTブレイク
3375,藤田富,俳優,M,6.9,59.2,NEXTブレイク
3376,中尾暢樹,俳優,M,10.4,74.6,NEXTブレイク
3377,瀬戸利樹,俳優,M,14.8,76.1,NEXTブレイク
3380,EXIT,お笑いタレント,M,69.7,70.9,注目
3381,宮下草薙,お笑いタレント,M,57.1,66.2,注目
3382,赤楚衛二,俳優,M,9.9,79.8,該当なし
3383,ゆうたろう,俳優,M,35.3,59,該当なし
3384,山田真歩,俳優,F,8.5,80.9,NEXTブレイク
3385,松本まりか,俳優,F,53.4,71.9,NEXTブレイク
3386,王林（りんご娘）,歌手・ミュージシャン,F,47.9,63.6,注目
3387,喜多乃愛,俳優,F,5.2,80.7,NEXTブレイク
3388,ファーストサマーウイカ,タレント,F,64,62.2,
3394,草川拓弥,俳優,M,7.2,77.2,該当なし
3395,渋野日向子,現役スポーツ選手,F,57.4,68.6,注目
3396,眞栄田郷敦,俳優,M,32.1,68.8,NEXTブレイク
3397,遠藤さくら（乃木坂46）,歌手・ミュージシャン,F,13.2,84.1,
3398,齊藤京子（日向坂46）,歌手・ミュージシャン,F,15.3,69.6,NEXTブレイク
3399,佐々木美玲（日向坂46）,歌手・ミュージシャン,F,15.8,70.1,NEXTブレイク
3400,高本彩花（日向坂46）,歌手・ミュージシャン,F,8.9,79.6,NEXTブレイク
3401,田中瞳,キャスター,F,14,80.5,NEXTブレイク
3402,Snow　Man,歌手・ミュージシャン,M,36.6,73,NEXTブレイク
3403,SixTONES,歌手・ミュージシャン,M,38.1,77.3,NEXTブレイク
3404,Official髭男dism,歌手・ミュージシャン,M,51.1,83.5,該当なし
3405,King　Gnu,歌手・ミュージシャン,M,45.7,78.3,NEXTブレイク
3406,フワちゃん,お笑いタレント,F,86.1,52.8,該当なし
3407,四千頭身,お笑いタレント,M,63.8,71.9,
3408,なにわ男子,歌手・ミュージシャン,M,27.5,80.1,NEXTブレイク
3409,Travis Japan,歌手・ミュージシャン,M,20.5,80.4,NEXTブレイク
3410,岩本照（Snow Man）,俳優,M,28.5,66.5,NEXTブレイク
3411,深澤辰哉（Snow Man）,俳優,M,23.6,73.1,NEXTブレイク
3412,渡辺翔太（Snow Man）,俳優,M,23.4,75.1,NEXTブレイク
3413,ラウール（Snow Man）,俳優,M,34.4,68.5,NEXTブレイク
3414,佐久間大介（Snow Man）,俳優,M,27.3,72.3,NEXTブレイク
3415,宮舘涼太（Snow Man）,俳優,M,24.2,66.5,NEXTブレイク
3416,向井康二（Snow Man）,俳優,M,27.5,76.9,NEXTブレイク
3417,目黒蓮（Snow Man）,俳優,M,27.9,77.2,NEXTブレイク
3418,阿部亮平（Snow Man）,俳優,M,28.4,75.6,NEXTブレイク
3419,瀧野由美子（STU48),歌手・ミュージシャン,F,6.8,80,
3420,山内瑞葵（AKB48),歌手・ミュージシャン,F,6.5,87.5,NEXTブレイク
3421,松田里奈（櫻坂46),歌手・ミュージシャン,F,10.4,81.6,
3422,田村保乃（櫻坂46),歌手・ミュージシャン,F,9.1,86,
3423,純烈,歌手・ミュージシャン,M,51.9,58.1,注目
3424,玄理,俳優,F,6.7,68.9,NEXTブレイク
3427,BEYOOOOONDS,歌手・ミュージシャン,F,5.7,84.1,NEXTブレイク
3428,稲垣啓太,現役スポーツ選手,M,35.7,62.1,注目
3429,松島幸太朗,現役スポーツ選手,M,26.5,72.6,NEXTブレイク
3430,荒木飛羽,俳優,M,4.2,78.3,該当なし
3431,かが屋,お笑いタレント,M,26.4,80.7,NEXTブレイク
3432,ティモンディ,お笑いタレント,M,47.8,77.4,NEXTブレイク
3433,ミルクボーイ,お笑いタレント,M,67.3,72.4,該当なし
3434,3時のヒロイン,お笑いタレント,F,61.6,63,注目
3435,梅山恋和（NMB48）,歌手・ミュージシャン,F,6.5,84.5,NEXTブレイク
3436,石田千穂（STU48）,歌手・ミュージシャン,F,5.5,80,NEXTブレイク
3437,賀喜遥香（乃木坂46）,歌手・ミュージシャン,F,9.7,83.2,NEXTブレイク
3438,筒井あやめ（乃木坂46）,歌手・ミュージシャン,F,8.1,79.8,NEXTブレイク
3439,#NAME?,歌手・ミュージシャン,F,5.9,80,NEXTブレイク
3440,齊藤なぎさ（=LOVE）,歌手・ミュージシャン,F,6.3,87,NEXTブレイク
3441,金村美玖（日向坂46）,歌手・ミュージシャン,F,8.5,84,
3442,生見愛瑠（めるる）,タレント,F,51.7,62.7,
3443,木村有希（ゆきぽよ）,タレント,F,64.1,57.7,
3444,井本彩花,俳優,F,6.2,79.4,
3445,近藤千尋,タレント,F,25.3,64,
3446,Cocomi,タレント,F,36.1,53.9,
3447,JO1,歌手・ミュージシャン,M,17.6,66,
3448,山崎嶺緒（ねお）,タレント,F,9.2,59.4,
3449,山之内すず,タレント,F,35.8,57.6,
3450,松丸亮吾,タレント,M,62.6,68.7,
3451,和久田麻由子,キャスター,F,13.7,81.5,
3452,アインシュタイン,お笑いタレント,M,58,65.8,
3453,納言,お笑いタレント,F,31.6,66.1,
3454,まふまふ,歌手・ミュージシャン,M,7.7,82.4,
3455,milet,歌手・ミュージシャン,F,14.6,81.4,
3456,崎山つばさ,俳優,M,5.5,73.3,
3457,松田凌,俳優,M,10.1,76.6,
3458,芋生悠,俳優,F,4.7,84.6,
3459,八木アリサ,俳優,F,7.5,79.3,
3460,山内健司（かまいたち）,お笑いタレント,M,56,73.7,
3461,濱家隆一（かまいたち）,お笑いタレント,M,60.4,75,
3462,汐谷友希,タレント,F,4.1,93.3,
3463,ぺこぱ,お笑いタレント,M,69.8,76.7,
3464,ぼる塾,お笑いタレント,F,46.7,69.3,
3465,道枝駿佑（なにわ男子）,俳優,M,27.7,82,
3466,西畑大吾（なにわ男子）,俳優,M,24.6,75.3,
3467,NiziU,歌手・ミュージシャン,F,48.2,70.8,
3468,渡邊圭祐,俳優,M,10.8,79.8,
3469,鈴鹿央士,俳優,M,7.4,77.8,
3470,嵐莉菜,タレント,F,3.6,92.5,
3471,吉川愛,俳優,F,15.5,82.9,
3472,空気階段,お笑いタレント,M,21.2,76,
3473,松下洸平,俳優,M,32.5,76.8,
3474,貴島明日香,タレント,F,23,77.5,
3475,安斉かれん,歌手・ミュージシャン,F,31.5,50.4,
3476,小宮璃央,俳優,M,6,81.8,
3477,せいや（霜降り明星）,お笑いタレント,M,70.3,64.4,
3478,粗品（霜降り明星）,お笑いタレント,M,71.2,70,
3479,ヴァンゆん,著名人,F,22.6,52.6,
3480,昴生（ミキ）,お笑いタレント,M,61.8,70.1,
3481,亜生(ミキ),お笑いタレント,M,64.5,67.9,
3482,りんたろー。（EXIT),お笑いタレント,M,70.8,67.3,
3483,兼近大樹(EXIT),お笑いタレント,M,65.8,75.7,
3484,西村瑞樹（バイきんぐ）,お笑いタレント,M,53.7,61.3,
3485,花澤香菜,歌手・ミュージシャン,F,18.7,79.1,
3486,小南満佑子,俳優,F,5,87.3,
3487,YOASOBI,歌手・ミュージシャン,F,38.2,83.6,
3488,高橋優斗（HiHi Jets）,俳優,M,23.1,76,
3489,瑛人,歌手・ミュージシャン,M,73.4,58.2,
3490,古川琴音,俳優,F,8.3,79.1,
3491,森田想,俳優,F,3.7,92.7,
3492,坂口涼太郎,俳優,M,17.5,80.7,
3493,藤原大祐,俳優,M,6.9,81.6,
3494,伊沢拓司,著名人,M,58.1,66.4,
3495,岡部大（ハナコ）,お笑いタレント,M,51.5,76.9,
3496,花江夏樹,歌手・ミュージシャン,M,31.9,73.2,
3497,リュウジ,著名人,M,17.5,67.7,
3498,梶裕貴,俳優,M,31.7,65.6,
3499,稲田直樹（アインシュタイン）,お笑いタレント,M,52.5,63.1,
3500,野村彩也子,キャスター,F,11.1,67.2,
3501,渡邊渚,キャスター,F,7.1,76.9,
3502,德田聡一朗,キャスター,M,5.5,80.3,
3503,佐久間みなみ,キャスター,F,6.3,81.2,
3504,藤本万梨乃,キャスター,F,6.2,79.4,
3505,石川みなみ,キャスター,F,6.6,82.2,
3506,忽滑谷こころ,キャスター,F,7.3,71.3,
3507,安藤萌々,キャスター,F,7.1,75.6,
3508,渡辺瑠海,キャスター,F,5.4,76.3,
3509,角田晃広（東京03）,お笑いタレント,M,38,84.4,
3510,莉子,タレント,F,6.8,85.3,
3511,Creepy? Nuts,歌手・ミュージシャン,M,21.2,74.2,
3512,シュウペイ（ぺこぱ）,お笑いタレント,M,70.1,72.4,
3513,松陰寺太勇（ぺこぱ）,お笑いタレント,M,66.7,74.9,
3514,草薙航基（宮下草薙）,お笑いタレント,M,49.6,64.1,
3515,宮世琉弥,俳優,M,5.5,83.6,
3516,西銘駿,俳優,M,5.4,78,
3517,高橋文哉,俳優,M,8.1,85.4,
3518,丸山礼,お笑いタレント,F,26.5,68,
3519,古川優香,タレント,F,12,63.6,
3520,BTS（防弾少年団）,歌手・ミュージシャン,M,29.5,68.6,
3521,若葉竜也,俳優,M,7.9,81.6,
3522,藤井風,歌手・ミュージシャン,M,10.1,82.9,
3523,マヂカルラブリー,お笑いタレント,M,37.5,67.2,
3524,ニューヨーク,お笑いタレント,M,27.7,72.8,
3525,すゑひろがりず,お笑いタレント,M,42.4,75.8,
3526,土佐兄弟,お笑いタレント,M,31.2,70,
3527,ラランド,お笑いタレント,F,25.9,67,
3528,ヨルシカ,歌手・ミュージシャン,F,16.2,83.7,
3529,優里,歌手・ミュージシャン,M,19.9,71.2,
3530,小西桜子,俳優,F,5.1,87.5,
3531,錦鯉,お笑いタレント,M,23.5,73,
3532,瀧内公美,俳優,F,6.1,80.6,
3533,吉住,お笑いタレント,F,29.1,69.1,
3534,Eve,歌手・ミュージシャン,M,7.5,88,
3535,SEVENTEEN,歌手・ミュージシャン,M,11.8,82.3,
3536,森田ひかる(櫻坂46),歌手・ミュージシャン,F,10.4,85.1,
3537,緑黄色社会,歌手・ミュージシャン,F,14,85.1,
3538,坂東龍汰,俳優,M,6.9,80.3,
3539,奥平大兼,俳優,M,4.6,88.2,
3540,一ノ瀬颯,俳優,M,4.5,84,
3541,板垣李光人,俳優,M,9,71.7,
3542,東啓介,俳優,M,6.7,82.4,
3543,笠松将,俳優,M,8.3,76.9,
3544,小野花梨,俳優,F,7.6,76.2,
3545,篠原ゆき子,俳優,F,5.2,80.7,
3546,見取り図,お笑いタレント,M,27.4,79.1,
3547,蛙亭,お笑いタレント,F,12.9,77.5,
3548,ひらめ,歌手・ミュージシャン,F,6.7,78.4,
3549,マカロニえんぴつ,歌手・ミュージシャン,M,12.5,75.2,
3550,藤原丈一郎（なにわ男子）,俳優,M,18.5,82.8,
3551,大橋和也（なにわ男子）,俳優,M,18.5,83.8,
3552,大西流星（なにわ男子）,俳優,M,22.1,77.4,
3553,長尾謙杜（なにわ男子）,俳優,M,18.5,82.4,
3554,高橋恭平（なにわ男子）,俳優,M,16.3,80.4,
3555,内田真礼,歌手・ミュージシャン,F,13.1,76.4,
3556,富樫勇樹,現役スポーツ選手,M,9.9,77.1,
3557,山﨑天(櫻坂46),歌手・ミュージシャン,F,10.5,83.6,
3558,藤吉夏鈴(櫻坂46),歌手・ミュージシャン,F,8.4,79.3,
3559,佐々木久美(日向坂46),歌手・ミュージシャン,F,16.2,69.7,
3560,美 少年,歌手・ミュージシャン,M,20.1,80.5,
3561,景井ひな,タレント,F,9.2,65.3,
3562,なえなの,タレント,F,8.8,66,
3563,Uru,歌手・ミュージシャン,F,20.7,86.4,
3564,生田竜聖,キャスター,M,37.8,67.1,
3565,井上清華,キャスター,F,9.6,82.1,